artistName,trackName,msPlayed
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Harry Styles,Little Freak,202183
Maggie Rogers,Little Joys,9472
Fleetwood Mac,Little Lies - 2017 Remaster,1301
Fleetwood Mac,Little Lies - 2017 Remaster,1429
Fleetwood Mac,Little Lies - 2017 Remaster,221053
HAIM,Little of Your Love - BloodPop® Remix,22012
Of Monsters and Men,Little Talks,266600
Better Oblivion Community Center,Little Trouble,3008
Mac Miller,Live Free,5055
Noah Cyrus,Live or Die,2100
Lil Mosey,Live This Wild,1226
Lil Mosey,Live This Wild,1230
Cast - Vampirina,"Livin' the Scream - From ""Vampirina""",1810
Band of Silver,Living Ghost,2517
Bethel Music,Living Hope - Live,34581
Bethel Music,Living Hope - Live,160440
flor,lmho,3625
flor,lmho,37994
Khalid,Location,1555
Khalid,Location,14450
Playboi Carti,Location,58923
Playboi Carti,Location,109844
Playboi Carti,Location,168783
Playboi Carti,Location,168783
R. City,Locked Away (feat. Adam Levine),49855
Bruno Mars,Locked out of Heaven,16618
Bruno Mars,Locked out of Heaven,38144
Bruno Mars,Locked out of Heaven,45557
Taylor Swift,London Boy,1258
Taylor Swift,London Boy,1671
Taylor Swift,London Boy,1962
Taylor Swift,London Boy,3840
Taylor Swift,London Boy,5013
Taylor Swift,London Boy,5887
Taylor Swift,London Boy,6571
Taylor Swift,London Boy,14347
Taylor Swift,London Boy,21571
Taylor Swift,London Boy,57402
Taylor Swift,London Boy,87767
Taylor Swift,London Boy,102466
Taylor Swift,London Boy,132841
Taylor Swift,London Boy,158298
Taylor Swift,London Boy,163120
Taylor Swift,London Boy,176609
Taylor Swift,London Boy,187340
Taylor Swift,London Boy,188592
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Taylor Swift,London Boy,190240
Matt Hartke,London's Song,10538
Matt Hartke,London's Song,17790
Day Wave,Loner,1114
Day Wave,Loner,1620
Day Wave,Loner,1740
Day Wave,Loner,9822
Day Wave,Loner,39734
Day Wave,Loner,143493
Drowners,Long Hair,1625
Taylor Swift,Long Live,8020
Taylor Swift,Long Live,9659
Taylor Swift,Long Live,116437
Taylor Swift,Long Live,157177
Taylor Swift,Long Live,161033
Taylor Swift,Long Live,199008
Taylor Swift,Long Live,306689
Taylor Swift,Long Live,317453
Taylor Swift,Long Live,317453
Taylor Swift,Long Live,317946
Taylor Swift,long story short,1045
Taylor Swift,long story short,1800
Taylor Swift,long story short,2048
Taylor Swift,long story short,2832
Taylor Swift,long story short,5962
Taylor Swift,long story short,6848
Taylor Swift,long story short,11904
Taylor Swift,long story short,79683
Taylor Swift,long story short,136409
Taylor Swift,long story short,214569
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
Taylor Swift,long story short,215920
The Lumineers,Long Way From Home,1973
The Lumineers,Long Way From Home,2205
The Lumineers,Long Way From Home,68057
The Lumineers,Long Way From Home,71494
The Lumineers,Long Way From Home,139969
The Lumineers,Long Way From Home,152280
The Lumineers,Long Way From Home (Live from L.A.),271338
Jukebox The Ghost,Long Way Home,4223
BlocBoy JB,Look Alive (feat. Drake),181263
Selena Gomez,Look At Her Now,3622
A Boogie Wit da Hoodie,Look Back at It,64490
James Vincent McMorrow,Look Out,28290
Peach Pit,Look Out!,1230
Taylor Swift,Look What You Made Me Do,1941
Taylor Swift,Look What You Made Me Do,6850
Taylor Swift,Look What You Made Me Do,7362
Taylor Swift,Look What You Made Me Do,9514
Taylor Swift,Look What You Made Me Do,18346
Taylor Swift,Look What You Made Me Do,204643
Taylor Swift,Look What You Made Me Do,211853
Taylor Swift,Look What You Made Me Do,211853
Taylor Swift,Look What You Made Me Do,211853
Taylor Swift,Look What You Made Me Do,211853
Conan Gray,Lookalike,1110
Conan Gray,Lookalike,1194
Conan Gray,Lookalike,14231
Conan Gray,Lookalike,15210
Conan Gray,Lookalike,18886
Conan Gray,Lookalike,19891
Conan Gray,Lookalike,21965
Conan Gray,Lookalike,35650
Conan Gray,Lookalike,220866
Conan Gray,Lookalike,220866
The 1975,Looking For Somebody (To Love),1486
The 1975,Looking For Somebody (To Love),20820
The 1975,Looking For Somebody (To Love),21439
The 1975,Looking For Somebody (To Love),29073
The 1975,Looking For Somebody (To Love),52771
The 1975,Looking For Somebody (To Love),55170
The 1975,Looking For Somebody (To Love),99613
The 1975,Looking For Somebody (To Love),112709
The 1975,Looking For Somebody (To Love),115447
The 1975,Looking For Somebody (To Love),141165
The 1975,Looking For Somebody (To Love),142392
The 1975,Looking For Somebody (To Love),156014
The 1975,Looking For Somebody (To Love),167114
The 1975,Looking For Somebody (To Love),174010
The 1975,Looking For Somebody (To Love),174520
The 1975,Looking For Somebody (To Love),175008
The 1975,Looking For Somebody (To Love),176200
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),178617
The 1975,Looking For Somebody (To Love),179306
The 1975,Looking For Somebody (To Love),255442
Joy Again,Looking Out for You,1811
Joy Again,Looking Out for You,1920
Logic,Lord Willin',1904
Logic,Lord Willin',197483
Logic,Lord Willin',202478
Logic,Lord Willin',208666
Logic,Lord Willin',208666
Aoife O'Donovan,Loretta,1173
Aoife O'Donovan,Loretta,5781
James Arthur,Lose My Mind (feat. Josh Franceschi),1386
Selena Gomez,Lose You To Love Me,1044
Selena Gomez,Lose You To Love Me,1602
Selena Gomez,Lose You To Love Me,4643
Selena Gomez,Lose You To Love Me,5397
Nate Fifield,Lose You to Love Me (Warm Up),1173
Nate Fifield,Lose You to Love Me (Warm Up),167058
Russ,Losin Control,237506
Russ,Losin Control,237506
Russ,Losin Control,237506
Retrofile,Losing Sleep,5410
raissa anggiani,Losing Us.,8597
Frank Ocean,Lost,2111
Blake Rose,Lost,4736
Dermot Kennedy,Lost,10026
Blake Rose,Lost,11157
Blake Rose,Lost,40286
Blake Rose,Lost,53096
Blake Rose,Lost,55004
Frank Ocean,Lost,57407
Frank Ocean,Lost,93056
Blake Rose,Lost,162805
Frank Ocean,Lost,176703
Frank Ocean,Lost,183514
Frank Ocean,Lost,234093
Frank Ocean,Lost,234093
Frank Ocean,Lost,234093
Frank Ocean,Lost,235533
The Aces,Lost Angeles,8533
The Aces,Lost Angeles,58676
Ruth B.,Lost Boy,28778
Shawn Mendes,Lost In Japan,1941
Jonathan Groff,Lost in the Woods,2431
The Neighbourhood,Lost in Translation,1060
The Neighbourhood,Lost in Translation,1471
Dua Lipa,Lost In Your Light (feat. Miguel),1536
Dua Lipa,Lost In Your Light (feat. Miguel),1706
Lewis Capaldi,Lost On You,4608
Baby Keem,lost souls (with Brent Faiyaz),2743
Freya Ridings,Lost Without You,1215
Freya Ridings,Lost Without You,1365
Freya Ridings,Lost Without You,2133
Freya Ridings,Lost Without You,7040
Freya Ridings,Lost Without You,7637
Freya Ridings,Lost Without You,12821
Freya Ridings,Lost Without You,72000
Freya Ridings,Lost Without You,175104
Freya Ridings,Lost Without You,225076
Freya Ridings,Lost Without You,225076
Freya Ridings,Lost Without You,225076
The 1975,Lostmyhead,1068
The 1975,Lostmyhead,1462
The 1975,Lostmyhead,1642
The 1975,Lostmyhead,3204
The 1975,Lostmyhead,3391
The 1975,Lostmyhead,4420
The 1975,Lostmyhead,6546
The 1975,Lostmyhead,21504
The 1975,Lostmyhead,28340
The 1975,Lostmyhead,34079
The 1975,Lostmyhead,97152
The 1975,Lostmyhead,131262
The 1975,Lostmyhead,192149
The 1975,Lostmyhead,223063
The 1975,Lostmyhead,306410
The 1975,Lostmyhead,307571
The 1975,Lostmyhead,312540
The 1975,Lostmyhead,319413
The 1975,Lostmyhead,319413
The 1975,Lostmyhead,319413
The 1975,Lostmyhead,319413
The 1975,Lostmyhead,319413
The 1975,Lostmyhead,319836
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",1555
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",30696
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",197270
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",254442
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",288469
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",313236
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",320152
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",341193
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",341193
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",341741
The 1975,"Lostmyhead - Live From The O2, London. 16.12.16",341742
Lithe,Lot of Love,2275
Nancy Adams,Love,2240
Dan Hyde,Love,11424
YHIM,LOVE,15808
Nat King Cole,L-O-V-E,1000
Nat King Cole,L-O-V-E,2182
T.O.T.S. - Cast,L-O-V-E,5980
Nat King Cole,L-O-V-E,16530
Nat King Cole,L-O-V-E,33050
Nat King Cole,L-O-V-E,113406
Jordy Searcy,Love & War in Your Twenties,1277
Jordy Searcy,Love & War in Your Twenties,6528
Dua Lipa,Love Again,11964
Al Green,Love and Happiness,28736
SZA,Love Galore (feat. Travis Scott),2389
SZA,Love Galore (feat. Travis Scott),2901
SZA,Love Galore (feat. Travis Scott),19754
SZA,Love Galore (feat. Travis Scott),275080
Edison Lighthouse,Love Grows (Where My Rosemary Goes),1695
Ed Sheeran,Love In Slow Motion,60750
Adele,Love In The Dark,3498
Adele,Love In The Dark,8405
Adele,Love In The Dark,105235
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",1045
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",1045
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",1920
Kristen Bell,"Love Is an Open Door - From ""Frozen""/Soundtrack Version",1962
Ella Fitzgerald,Love Is Here To Stay,23340
Frank Sinatra,Love Is Here To Stay - Remastered 1998,132640
FINNEAS,Love is Pain,1024
FINNEAS,Love is Pain,224278
The 1975,Love It If We Made It,1023
The 1975,Love It If We Made It,1090
The 1975,Love It If We Made It,1110
The 1975,Love It If We Made It,1532
The 1975,Love It If We Made It,1685
The 1975,Love It If We Made It,2048
The 1975,Love It If We Made It,2474
The 1975,Love It If We Made It,3274
The 1975,Love It If We Made It,6153
The 1975,Love It If We Made It,7592
The 1975,Love It If We Made It,22987
The 1975,Love It If We Made It,26346
The 1975,Love It If We Made It,41401
The 1975,Love It If We Made It,41524
The 1975,Love It If We Made It,73130
The 1975,Love It If We Made It,74025
The 1975,Love It If We Made It,106417
The 1975,Love It If We Made It,112254
The 1975,Love It If We Made It,177798
The 1975,Love It If We Made It,178886
The 1975,Love It If We Made It,179328
The 1975,Love It If We Made It,209379
The 1975,Love It If We Made It,211394
The 1975,Love It If We Made It,226464
The 1975,Love It If We Made It,229448
The 1975,Love It If We Made It,235332
The 1975,Love It If We Made It,241928
The 1975,Love It If We Made It,251063
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
The 1975,Love It If We Made It,252925
Avril Lavigne,Love It When You Hate Me (feat. blackbear),1578
Khalid,Love Lies (with Normani),1439
Khalid,Love Lies (with Normani),3320
Khalid,Love Lies (with Normani),5275
Khalid,Love Lies (with Normani),8110
Khalid,Love Lies (with Normani),100797
Khalid,Love Lies (with Normani),139456
Khalid,Love Lies (with Normani),201707
Lauren Daigle,Love Like This,4560
Kodaline,Love Like This - Acoustic,5397
Kodaline,Love Like This - Acoustic,16710
The Temper Trap,Love Lost,1180
The 1975,Love Me,1068
The 1975,Love Me,1290
The 1975,Love Me,1346
The 1975,Love Me,1439
The 1975,Love Me,1741
The 1975,Love Me,1950
The 1975,Love Me,2368
The 1975,Love Me,3086
The 1975,Love Me,3457
The 1975,Love Me,3482
The 1975,Love Me,4138
The 1975,Love Me,6710
The 1975,Love Me,8034
The 1975,Love Me,8226
The 1975,Love Me,10973
The 1975,Love Me,11145
The 1975,Love Me,17905
The 1975,Love Me,29105
The 1975,Love Me,48645
The 1975,Love Me,70658
The 1975,Love Me,114636
The 1975,Love Me,138321
The 1975,Love Me,143445
The 1975,Love Me,158058
The 1975,Love Me,185877
The 1975,Love Me,208426
The 1975,Love Me,217687
The 1975,Love Me,220914
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,Love Me,222040
The 1975,"Love Me - Live From The O2, London. 16.12.16",4233
The 1975,"Love Me - Live From The O2, London. 16.12.16",210767
The 1975,"Love Me - Live From The O2, London. 16.12.16",211810
The 1975,"Love Me - Live From The O2, London. 16.12.16",212543
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221244
The 1975,"Love Me - Live From The O2, London. 16.12.16",221470
The 1975,"Love Me - Live From The O2, London. 16.12.16",221535
The 1975,"Love Me - Live From The O2, London. 16.12.16",221681
RAYE,Love Me Again,26935
joan,love me better,183213
Ariana Grande,Love Me Harder,236133
MAX,Love Me Less (feat. Quinn XCII) - Party Pupils Remix,12840
Ellie Goulding,Love Me Like You Do,5038
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534
Nate Fifield,Love Me Like You Do (Tendu 1),32768
Nate Fifield,Love Me Like You Do (Tendu 1),70750
John Legend,Love Me Now,4266
John Legend,Love Me Now,10282
John Legend,Love Me Now,12770
Pyrex Pryce,Love Me Now,188040
The Psychedelic Furs,Love My Way,4480
The Psychedelic Furs,Love My Way,213973
Blake McGrath,Love Myself,21600
Hailee Steinfeld,Love Myself - KREAM Remix,174250
Harry Styles,Love Of My Life,1068
Harry Styles,Love Of My Life,1323
Harry Styles,Love Of My Life,1393
Harry Styles,Love Of My Life,1429
Harry Styles,Love Of My Life,1706
Harry Styles,Love Of My Life,1741
Harry Styles,Love Of My Life,1764
Harry Styles,Love Of My Life,1791
Harry Styles,Love Of My Life,1960
Harry Styles,Love Of My Life,1991
Harry Styles,Love Of My Life,2496
Harry Styles,Love Of My Life,2645
Harry Styles,Love Of My Life,2670
Harry Styles,Love Of My Life,3818
Harry Styles,Love Of My Life,4658
Harry Styles,Love Of My Life,5269
Harry Styles,Love Of My Life,8024
Harry Styles,Love Of My Life,8591
Harry Styles,Love Of My Life,8900
Harry Styles,Love Of My Life,9598
Harry Styles,Love Of My Life,12361
Harry Styles,Love Of My Life,21412
Harry Styles,Love Of My Life,22698
Harry Styles,Love Of My Life,24103
Harry Styles,Love Of My Life,24923
Harry Styles,Love Of My Life,41360
Harry Styles,Love Of My Life,76464
Harry Styles,Love Of My Life,81840
Harry Styles,Love Of My Life,82410
Harry Styles,Love Of My Life,118375
Harry Styles,Love Of My Life,127425
Harry Styles,Love Of My Life,140043
Harry Styles,Love Of My Life,182810
Harry Styles,Love Of My Life,185002
Harry Styles,Love Of My Life,191336
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Harry Styles,Love Of My Life,191638
Rihanna,Love On The Brain,1023
Rihanna,Love On The Brain,1230
Rihanna,Love On The Brain,2020
Rihanna,Love On The Brain,11702
Rihanna,Love On The Brain,14721
Rihanna,Love On The Brain,15594
Rihanna,Love On The Brain,38716
Rihanna,Love On The Brain,58918
Rihanna,Love On The Brain,188685
Rihanna,Love On The Brain,222851
Rihanna,Love On The Brain,224000
Rihanna,Love On The Brain,224000
Rihanna,Love On The Brain,224000
Rihanna,Love On The Brain,224000
John Mayer,Love on the Weekend,212626
John Mayer,Love on the Weekend,212901
Nate Fifield,Love Runs out (Tendu 2),25870
Nate Fifield,Love Runs out (Tendu 2),29670
Nate Fifield,Love Runs out (Tendu 2),48210
Nate Fifield,Love Runs out (Tendu 2),79260
Trippie Redd,Love Scars 3,2313
Sara Bareilles,Love Song,1470
Sara Bareilles,Love Song,1536
Sara Bareilles,Love Song,1941
Sara Bareilles,Love Song,2773
Sara Bareilles,Love Song,44027
Sara Bareilles,Love Song,107104
Taylor Swift,Love Story,119977
Taylor Swift,Love Story (Taylor’s Version),1536
Taylor Swift,Love Story (Taylor’s Version),1648
Taylor Swift,Love Story (Taylor’s Version),2197
Taylor Swift,Love Story (Taylor’s Version),10954
Taylor Swift,Love Story (Taylor’s Version),165233
Taylor Swift,Love Story (Taylor’s Version),224823
Taylor Swift,Love Story (Taylor’s Version),235766
Taylor Swift,Love Story (Taylor's Version) - Elvira Remix,1346
Taylor Swift,Love Story (Taylor's Version) - Elvira Remix,133122
Anna Kendrick,Love Train,54271
Captain & Tennille,Love Will Keep Us Together,1510
Michael Bublé,Love You Anymore,8614
Maggie Rogers,Love You For A Long Time,10965
Selena Gomez & The Scene,Love You Like A Love Song,109972
Man Overboard,"Love Your Friends, Die Laughing",3204
Vitamin String Quartet,Love Yourself,3477
J. Cole,Love Yourz,3111
J. Cole,Love Yourz,5944
J. Cole,Love Yourz,152137
Kendrick Lamar,LOVE. FEAT. ZACARI.,1671
Kendrick Lamar,LOVE. FEAT. ZACARI.,2986
Kendrick Lamar,LOVE. FEAT. ZACARI.,3529
Kendrick Lamar,LOVE. FEAT. ZACARI.,3925
Kendrick Lamar,LOVE. FEAT. ZACARI.,4736
Kendrick Lamar,LOVE. FEAT. ZACARI.,5483
Kendrick Lamar,LOVE. FEAT. ZACARI.,5823
Kendrick Lamar,LOVE. FEAT. ZACARI.,191394
Kendrick Lamar,LOVE. FEAT. ZACARI.,197462
Kendrick Lamar,LOVE. FEAT. ZACARI.,197648
Kendrick Lamar,LOVE. FEAT. ZACARI.,211689
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213400
Kendrick Lamar,LOVE. FEAT. ZACARI.,213677
Post Malone,Love/Hate Letter To Alcohol (with Fleet Foxes),17002
Jonas Brothers,Lovebug,8568
Sara Haze,Lovely,8360
Billie Eilish,lovely (with Khalid),8341
Taylor Swift,Lover,1365
Taylor Swift,Lover,1365
Taylor Swift,Lover,1460
Taylor Swift,Lover,1620
Taylor Swift,Lover,1642
Taylor Swift,Lover,1996
Taylor Swift,Lover,10496
Taylor Swift,Lover,10704
Taylor Swift,Lover,69604
Taylor Swift,Lover,99471
Taylor Swift,Lover,121827
Taylor Swift,Lover,210602
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover,221306
Taylor Swift,Lover - Live From Paris,229733
Taylor Swift,Lover - Live From Paris,229733
Taylor Swift,Lover - Live From Paris,229993
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],1557
Taylor Swift,Lover (Remix) [feat. Shawn Mendes],3413
Cuco,Lover Is a Day,1002
Cuco,Lover Is a Day,14698
Cuco,Lover Is a Day,217222
Cuco,Lover Is a Day,456000
John Vincent III,Lover of Mine,6510
Jeff Buckley,"Lover, You Should've Come Over",22357
Anna of the North,Lovers,1088
Anna of the North,Lovers,1791
Anna of the North,Lovers,215773
TV Girl,Lovers Rock,213920
Bruno Mars,Love's Train,15317
Caroline Pennell,Lovesick - Sondr Remix,3071
Kid Cudi,Lovin’ Me (feat. Phoebe Bridgers),165893
COIN,Loving,1253
COIN,Loving,1792
COIN,Loving,174539
Rex Orange County,Loving Is Easy (feat. Benny Sings),155720
The 1975,Loving Someone,1207
The 1975,Loving Someone,1540
The 1975,Loving Someone,4949
The 1975,Loving Someone,7383
The 1975,Loving Someone,11795
The 1975,Loving Someone,14117
The 1975,Loving Someone,23132
The 1975,Loving Someone,81502
The 1975,Loving Someone,100844
The 1975,Loving Someone,105343
The 1975,Loving Someone,116714
The 1975,Loving Someone,210999
The 1975,Loving Someone,215550
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,Loving Someone,260426
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",3645
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",15215
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",353896
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",415862
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",415862
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",415862
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",415862
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",416341
The 1975,"Loving Someone - Live From The O2, London. 16.12.16",416684
Zac Brown Band,Loving You Easy,2154
THE DRIVER ERA,Low,3541
Christina Aguilera,"Loyal Brave True - From ""Mulan""",8981
Kendrick Lamar,LOYALTY. FEAT. RIHANNA.,8042
Juice WRLD,Lucid Dreams,117824
Britney Spears,Lucky,2197
Britney Spears,Lucky,15808
Sleeping At Last,Lullaby,5546
"Tyler, The Creator",LUMBERJACK,29204
Zara Larsson,Lush Life,1560
A$AP Rocky,LVL,220133
A$AP Rocky,LVL,220133
The 1975,M.O.N.E.Y.,1904
The 1975,M.O.N.E.Y.,1904
The 1975,M.O.N.E.Y.,2113
The 1975,M.O.N.E.Y.,2160
The 1975,M.O.N.E.Y.,6613
The 1975,M.O.N.E.Y.,7894
The 1975,M.O.N.E.Y.,8620
The 1975,M.O.N.E.Y.,32879
The 1975,M.O.N.E.Y.,52340
The 1975,M.O.N.E.Y.,57562
The 1975,M.O.N.E.Y.,59164
The 1975,M.O.N.E.Y.,71373
The 1975,M.O.N.E.Y.,90163
The 1975,M.O.N.E.Y.,102771
The 1975,M.O.N.E.Y.,112041
The 1975,M.O.N.E.Y.,141130
The 1975,M.O.N.E.Y.,152462
The 1975,M.O.N.E.Y.,158267
The 1975,M.O.N.E.Y.,163723
The 1975,M.O.N.E.Y.,178380
The 1975,M.O.N.E.Y.,180882
The 1975,M.O.N.E.Y.,184790
The 1975,M.O.N.E.Y.,191541
The 1975,M.O.N.E.Y.,193073
The 1975,M.O.N.E.Y.,193979
The 1975,M.O.N.E.Y.,202849
The 1975,M.O.N.E.Y.,202872
The 1975,M.O.N.E.Y.,204637
The 1975,M.O.N.E.Y.,207911
The 1975,M.O.N.E.Y.,208375
